noWIMP/withWIMP/diff/D/sig: 7356.853321 7351.856962 -4.996359 9.992718 0.006763
noWIMP/withWIMP/diff/D/sig: 7379.905503 7370.184384 -9.721119 19.442239 0.000060
noWIMP/withWIMP/diff/D/sig: 7173.310313 7170.892651 -2.417662 4.835324 0.089130
noWIMP/withWIMP/diff/D/sig: 7054.683704 7050.886810 -3.796894 7.593788 0.022440
noWIMP/withWIMP/diff/D/sig: 7045.792544 7043.271194 -2.521350 5.042700 0.080351
noWIMP/withWIMP/diff/D/sig: 6984.166812 6981.921910 -2.244902 4.489804 0.105938
noWIMP/withWIMP/diff/D/sig: 7060.034888 7055.819621 -4.215266 8.430533 0.014768
noWIMP/withWIMP/diff/D/sig: 7094.001151 7090.871506 -3.129645 6.259290 0.043733
noWIMP/withWIMP/diff/D/sig: 7616.271237 7610.394408 -5.876829 11.753659 0.002804
noWIMP/withWIMP/diff/D/sig: 7475.628273 7465.119950 -10.508324 21.016648 0.000027
noWIMP/withWIMP/diff/D/sig: 6825.206404 6824.927999 -0.278405 0.556809 0.756990
noWIMP/withWIMP/diff/D/sig: 7401.499488 7392.068501 -9.430987 18.861974 0.000080
noWIMP/withWIMP/diff/D/sig: 7319.472881 7310.833866 -8.639016 17.278032 0.000177
noWIMP/withWIMP/diff/D/sig: 7280.472210 7272.473633 -7.998576 15.997152 0.000336
noWIMP/withWIMP/diff/D/sig: 6850.464441 6845.798878 -4.665563 9.331127 0.009414
noWIMP/withWIMP/diff/D/sig: 6962.639625 6959.774138 -2.865487 5.730975 0.056955
noWIMP/withWIMP/diff/D/sig: 7447.168567 7441.439824 -5.728743 11.457485 0.003251
noWIMP/withWIMP/diff/D/sig: 7503.194294 7493.327152 -9.867142 19.734285 0.000052
noWIMP/withWIMP/diff/D/sig: 6866.245070 6863.636259 -2.608812 5.217623 0.073622
noWIMP/withWIMP/diff/D/sig: 7680.374493 7671.695672 -8.678820 17.357641 0.000170
noWIMP/withWIMP/diff/D/sig: 7403.723349 7397.003958 -6.719391 13.438782 0.001207
noWIMP/withWIMP/diff/D/sig: 7420.256633 7413.053756 -7.202877 14.405754 0.000744
noWIMP/withWIMP/diff/D/sig: 6975.263867 6972.161872 -3.101995 6.203991 0.044959
noWIMP/withWIMP/diff/D/sig: 7562.217104 7554.892826 -7.324278 14.648557 0.000659
noWIMP/withWIMP/diff/D/sig: 7582.645323 7576.128071 -6.517252 13.034504 0.001478
noWIMP/withWIMP/diff/D/sig: 7383.858335 7377.054173 -6.804162 13.608324 0.001109
noWIMP/withWIMP/diff/D/sig: 7457.882682 7448.126871 -9.755811 19.511623 0.000058
noWIMP/withWIMP/diff/D/sig: 6827.338428 6824.712531 -2.625897 5.251794 0.072375
noWIMP/withWIMP/diff/D/sig: 7458.250818 7452.030022 -6.220796 12.441592 0.001988
noWIMP/withWIMP/diff/D/sig: 6870.391310 6864.938193 -5.453117 10.906234 0.004283
noWIMP/withWIMP/diff/D/sig: 7413.501672 7407.060087 -6.441585 12.883170 0.001594
noWIMP/withWIMP/diff/D/sig: 7189.725971 7184.466029 -5.259942 10.519883 0.005196
noWIMP/withWIMP/diff/D/sig: 7258.260352 7251.025751 -7.234601 14.469202 0.000721
noWIMP/withWIMP/diff/D/sig: 7507.185933 7498.358218 -8.827715 17.655429 0.000147
noWIMP/withWIMP/diff/D/sig: 7566.963537 7561.651638 -5.311900 10.623799 0.004933
noWIMP/withWIMP/diff/D/sig: 7427.503225 7417.508554 -9.994671 19.989341 0.000046
noWIMP/withWIMP/diff/D/sig: 7637.927210 7627.890975 -10.036235 20.072470 0.000044
noWIMP/withWIMP/diff/D/sig: 7498.698698 7487.611146 -11.087552 22.175103 0.000015
noWIMP/withWIMP/diff/D/sig: 7622.210030 7612.250227 -9.959802 19.919605 0.000047
