4200	813	2339	984	646.4840	35.5124	247.4442	28.6674	251.4691	184.2539	1020.4197	0.0000	-0.5804	0.0154	0.1010	0.0051	4373.8852	73.8050	2694.0319	173.7509
4209	882	2334	958	634.0813	35.5128	197.3398	27.1589	464.9645	184.8800	957.9126	0.0000	-0.5725	0.0159	0.0989	0.0052	4336.5341	73.3818	2623.0041	173.2366
4252	878	2331	989	620.5027	35.4146	253.7559	28.5320	725.4724	185.8278	1000.7502	0.0000	-0.5720	0.0157	0.0982	0.0051	4398.1245	73.9464	2331.8505	172.1111
4203	892	2379	952	598.3294	35.1877	249.6458	28.2604	610.7850	183.9140	974.4667	0.0000	-0.5451	0.0170	0.0900	0.0055	4324.6530	73.3884	2512.4240	171.6097
4214	824	2356	929	596.3007	35.1266	186.4301	26.9296	515.9812	188.0115	909.2223	0.0000	-0.5911	0.0156	0.1059	0.0051	4349.1754	73.5311	2549.9789	175.4815
4103	850	2326	960	585.1042	34.7011	231.4830	28.8616	795.9729	187.4226	943.0787	0.0000	-0.5719	0.0164	0.0992	0.0053	4253.5860	72.7978	2251.4887	173.0193
4230	815	2387	974	577.9272	34.7609	274.0305	29.4287	594.9670	184.9561	978.4492	0.0000	-0.5682	0.0160	0.0977	0.0052	4403.1295	73.9516	2432.3409	172.2799
4197	828	2326	962	596.6903	34.7484	248.2672	28.4335	673.1175	183.9178	971.4490	0.0000	-0.5997	0.0151	0.1082	0.0050	4345.1261	73.6199	2325.4845	170.5074
4274	866	2290	933	638.2854	35.2477	216.3044	27.7691	221.2949	187.4889	981.0814	0.0000	-0.6000	0.0141	0.1062	0.0047	4460.5920	73.9595	2705.4225	176.2625
4271	852	2337	992	660.5410	35.9948	220.4609	28.1896	619.9409	187.5113	1007.4934	0.0000	-0.5833	0.0148	0.1007	0.0049	4400.9156	73.8605	2419.7421	173.5685
4170	856	2360	946	584.5128	34.9768	241.2644	28.2981	650.7139	190.4884	952.2687	0.0000	-0.6120	0.0153	0.1135	0.0050	4288.6266	73.1733	2441.3524	176.7168
4198	913	2374	957	641.2240	35.8629	192.0933	26.6718	331.5784	188.5200	959.8089	0.0000	-0.5913	0.0154	0.1054	0.0050	4373.0346	73.8008	2779.1931	177.5958
4292	824	2321	997	652.3981	35.9740	234.1101	28.7653	493.8942	185.5557	1012.9997	0.0000	-0.6033	0.0149	0.1093	0.0049	4451.5171	74.2443	2476.8631	172.9784
4289	822	2363	937	629.5724	35.3346	176.7923	27.0083	565.0008	186.5281	932.8562	0.0000	-0.5413	0.0175	0.0899	0.0057	4437.9134	74.1057	2477.2924	174.1601
4266	814	2401	947	610.5194	35.7721	211.9820	27.9595	607.4154	187.0070	948.9929	0.0000	-0.5533	0.0179	0.0952	0.0058	4387.4707	74.0431	2484.4055	174.2709
4309	832	2331	933	584.8110	34.7872	199.0810	27.9601	756.0507	188.4379	910.3836	0.0000	-0.5805	0.0159	0.1022	0.0052	4381.5654	73.8944	2358.2357	174.6318
4272	893	2425	990	643.6709	36.1776	272.4684	29.6180	290.0326	189.2577	1042.6308	0.0000	-0.6009	0.0147	0.1078	0.0048	4391.4426	73.8699	2853.8441	178.3797
4242	875	2320	1032	685.5194	36.6383	246.7931	29.0192	261.0702	188.9198	1058.8040	0.0000	-0.5982	0.0154	0.1089	0.0050	4432.3317	74.1724	2717.3061	177.5204
4257	836	2349	950	567.6081	34.8025	250.0050	28.3399	466.9468	186.6494	944.1046	0.0000	-0.5500	0.0166	0.0918	0.0054	4453.9416	74.1911	2529.1485	174.3735
4263	864	2352	957	617.6028	35.5193	180.7503	26.8508	376.1700	187.7629	924.8446	0.0000	-0.5284	0.0176	0.0845	0.0057	4399.6652	73.9884	2734.0701	176.2023
4155	842	2339	969	665.8941	36.3679	216.8350	27.5076	461.8805	184.8551	1009.2206	0.0000	-0.5830	0.0157	0.1028	0.0052	4350.8044	73.5714	2485.9867	172.9028
4210	885	2372	986	631.4379	35.9818	211.9291	27.8191	687.3712	192.1701	969.8585	0.0000	-0.5180	0.0180	0.0811	0.0058	4351.1554	73.7556	2454.1208	178.1979
4325	840	2356	945	564.1008	34.8651	279.8493	29.3049	862.1525	185.4928	970.4416	0.0000	-0.5535	0.0161	0.0919	0.0052	4524.5071	74.9083	2112.3951	170.7389
4258	859	2239	943	615.6796	34.9932	192.9305	26.5322	264.2483	183.7764	935.1016	0.0000	-0.5819	0.0161	0.1039	0.0052	4463.7403	74.1453	2634.7598	172.8253
4218	888	2358	962	615.2959	35.5120	194.9219	27.2093	583.5948	189.5299	936.7094	0.0000	-0.5362	0.0170	0.0862	0.0055	4352.0923	73.6652	2558.2504	176.9919
4202	873	2226	950	623.0187	35.3914	216.1203	28.1400	717.5834	184.0942	965.6305	0.0000	-0.5749	0.0154	0.0988	0.0051	4322.2525	73.2387	2249.1139	170.1507
4249	842	2427	940	622.6475	35.2594	214.1038	27.7321	381.1595	185.9661	963.2428	0.0000	-0.5718	0.0160	0.0988	0.0052	4402.4986	73.7410	2715.7146	175.2629
4207	838	2340	1013	661.5263	36.1870	179.8103	27.2040	466.2422	187.5270	967.8282	0.0000	-0.5665	0.0154	0.0948	0.0050	4353.6451	73.7514	2606.8421	175.5594
4194	892	2300	918	579.5391	34.8117	221.4247	28.0888	685.4465	184.0858	927.4553	0.0000	-0.5916	0.0161	0.1067	0.0053	4312.9668	73.3818	2378.2236	171.4538
4106	904	2432	967	653.8542	35.8977	187.8529	27.7297	345.0340	187.2780	968.1987	0.0000	-0.5889	0.0162	0.1059	0.0053	4292.3355	73.1274	2807.4312	176.6226
4223	892	2230	995	646.1926	35.5574	182.3344	26.6461	514.7725	181.3370	955.0185	0.0000	-0.5680	0.0155	0.0966	0.0051	4455.2150	74.1357	2417.3053	169.2619
4197	893	2371	948	618.2257	35.6638	228.7941	28.3841	597.3536	189.3681	973.5113	0.0000	-0.5863	0.0150	0.1026	0.0049	4366.7289	73.6691	2476.0725	175.9314
4287	859	2322	964	641.1918	35.7748	175.2932	27.0226	929.7769	188.3926	942.9765	0.0000	-0.5551	0.0166	0.0932	0.0054	4401.9844	74.0028	2162.1673	173.1859
4211	850	2286	964	634.7093	35.6264	222.7740	28.1155	431.4508	186.8083	983.9748	0.0000	-0.5606	0.0163	0.0948	0.0053	4414.9159	74.1341	2488.9290	173.9848
4335	842	2358	956	585.3812	34.7629	216.8507	27.7906	502.4341	184.4579	928.7234	0.0000	-0.5730	0.0161	0.0996	0.0053	4442.4695	74.3013	2615.0674	173.2767
4269	939	2342	963	602.2840	35.3479	220.2410	28.0683	510.9335	187.0502	949.0165	0.0000	-0.6018	0.0147	0.1083	0.0049	4400.9220	73.9193	2649.5302	175.0404
4268	896	2384	1020	626.4922	35.3791	217.4819	28.0286	424.2676	190.8956	970.4656	0.0000	-0.5709	0.0156	0.0974	0.0051	4446.8466	74.2084	2731.5645	178.8440
4299	882	2388	975	610.3271	35.0862	213.8513	27.6701	433.0614	191.6540	950.6699	0.0000	-0.5782	0.0158	0.1012	0.0052	4450.3249	74.4441	2707.7232	179.3762
4253	848	2352	965	651.3525	35.6321	187.5125	26.9663	669.4443	188.2854	965.3565	0.0000	-0.5698	0.0160	0.0978	0.0052	4386.6718	73.9725	2397.8620	174.2929
4264	876	2395	995	640.6254	35.9179	251.0973	28.9479	474.3339	189.0971	1018.2142	0.0000	-0.5982	0.0146	0.1067	0.0048	4435.3577	74.2180	2608.5529	176.2834
