noWIMP/withWIMP/diff/D/sig: 7104.174176 7105.389895 1.215719 2.431438 0.296497
noWIMP/withWIMP/diff/D/sig: 7114.213374 7113.270265 -0.943109 1.886218 0.389415
noWIMP/withWIMP/diff/D/sig: 7102.826808 7102.445222 -0.381586 0.763173 0.682777
noWIMP/withWIMP/diff/D/sig: 7115.504397 7113.100852 -2.403544 4.807089 0.090397
noWIMP/withWIMP/diff/D/sig: 7063.863472 7064.279477 0.416005 0.832011 0.659677
noWIMP/withWIMP/diff/D/sig: 7136.196057 7135.950109 -0.245948 0.491896 0.781963
noWIMP/withWIMP/diff/D/sig: 7203.483655 7202.459371 -1.024284 2.048567 0.359054
noWIMP/withWIMP/diff/D/sig: 7159.903435 7158.196961 -1.706474 3.412948 0.181505
noWIMP/withWIMP/diff/D/sig: 7136.070701 7138.555475 2.484775 4.969549 0.083344
noWIMP/withWIMP/diff/D/sig: 6932.468507 6931.681488 -0.787019 1.574038 0.455200
noWIMP/withWIMP/diff/D/sig: 7216.335275 7216.662723 0.327447 0.654894 0.720761
noWIMP/withWIMP/diff/D/sig: 7085.992161 7087.155088 1.162927 2.325854 0.312570
noWIMP/withWIMP/diff/D/sig: 7155.817908 7155.944017 0.126109 0.252218 0.881519
noWIMP/withWIMP/diff/D/sig: 7226.619717 7226.468644 -0.151073 0.302146 0.859785
noWIMP/withWIMP/diff/D/sig: 7193.264223 7194.112935 0.848712 1.697424 0.427966
noWIMP/withWIMP/diff/D/sig: 7209.068115 7208.898785 -0.169330 0.338660 0.844230
noWIMP/withWIMP/diff/D/sig: 7005.569293 7007.051572 1.482279 2.964558 0.227120
noWIMP/withWIMP/diff/D/sig: 7088.596002 7090.351349 1.755347 3.510695 0.172847
noWIMP/withWIMP/diff/D/sig: 7344.847796 7345.547969 0.700173 1.400346 0.496499
noWIMP/withWIMP/diff/D/sig: 7232.558275 7232.463296 -0.094979 0.189958 0.909392
noWIMP/withWIMP/diff/D/sig: 7148.254116 7149.815425 1.561309 3.122618 0.209861
noWIMP/withWIMP/diff/D/sig: 7039.869040 7042.738274 2.869234 5.738469 0.056742
noWIMP/withWIMP/diff/D/sig: 7312.895608 7313.023362 0.127754 0.255508 0.880070
noWIMP/withWIMP/diff/D/sig: 7268.739096 7269.495698 0.756601 1.513203 0.469259
noWIMP/withWIMP/diff/D/sig: 6998.470441 7000.906142 2.435702 4.871403 0.087536
noWIMP/withWIMP/diff/D/sig: 7165.533066 7164.490214 -1.042852 2.085703 0.352448
noWIMP/withWIMP/diff/D/sig: 7114.040012 7115.299067 1.259056 2.518112 0.283922
noWIMP/withWIMP/diff/D/sig: 6977.163927 6976.978375 -0.185552 0.371104 0.830646
noWIMP/withWIMP/diff/D/sig: 7310.932142 7309.880981 -1.051162 2.102324 0.349531
noWIMP/withWIMP/diff/D/sig: 6966.952492 6968.704520 1.752028 3.504056 0.173422
noWIMP/withWIMP/diff/D/sig: 7193.945071 7193.809334 -0.135737 0.271474 0.873072
noWIMP/withWIMP/diff/D/sig: 7158.717649 7160.028010 1.310360 2.620721 0.269723
