4521	888	2419	994	652.7112	35.8747	253.3830	29.1322	740.9970	187.0783	1032.5858	0.0000	-0.5745	0.0155	0.1000	0.0051	4538.8954	77.0851	2509.4116	172.1727
4559	942	2418	966	640.6185	35.8690	201.0167	27.5991	923.7667	190.3805	968.1267	0.0000	-0.5714	0.0158	0.0993	0.0052	4521.9544	76.9665	2467.6997	174.0188
4579	937	2428	995	626.1902	35.7818	257.2808	28.9942	1296.1743	190.6181	1009.9625	0.0000	-0.5591	0.0162	0.0952	0.0053	4537.5811	77.1459	2099.3159	172.1717
4534	960	2477	959	604.9420	35.5513	253.0456	28.6914	1073.5828	190.4771	984.4792	0.0000	-0.5460	0.0167	0.0910	0.0055	4504.9576	76.9701	2361.6868	173.3267
4573	897	2435	935	600.0859	35.4378	187.4222	27.3236	1033.6544	193.9763	913.9997	0.0000	-0.5927	0.0154	0.1072	0.0051	4537.9939	77.1995	2353.1666	176.2875
4426	916	2401	968	591.7587	35.0526	239.4560	29.3621	1248.6101	192.4175	957.7063	0.0000	-0.5637	0.0167	0.0977	0.0055	4403.6827	76.0697	2102.7338	173.7586
4554	889	2480	981	583.1817	35.1200	281.4457	29.9488	1086.2715	190.5826	991.1189	0.0000	-0.5632	0.0161	0.0969	0.0053	4576.6709	77.4248	2250.6909	173.0701
4534	893	2414	967	600.6779	35.0582	255.5006	28.9551	1151.1005	189.6530	982.6700	0.0000	-0.5942	0.0153	0.1074	0.0051	4514.5757	77.0487	2158.5602	171.6140
4604	930	2372	945	642.2914	35.5748	219.5492	28.2526	736.4996	189.8218	988.3320	0.0000	-0.5900	0.0144	0.1039	0.0048	4630.6478	77.3024	2496.8713	173.9467
4589	901	2419	1003	672.2338	36.4053	229.2382	28.7344	954.4810	193.3128	1027.9636	0.0000	-0.5717	0.0152	0.0978	0.0050	4566.0334	77.1670	2356.6060	175.4690
4527	927	2452	954	587.2376	35.2773	243.0798	28.7045	1184.0521	196.1224	956.8090	0.0000	-0.6165	0.0149	0.1157	0.0050	4483.8332	76.9093	2234.3665	177.2829
4554	987	2457	963	645.5421	36.1819	194.4163	27.1224	821.2113	194.1145	966.4499	0.0000	-0.5942	0.0151	0.1070	0.0050	4568.1393	77.5008	2603.8648	178.1004
4625	890	2397	1007	663.0723	36.3942	242.2793	29.3001	898.1977	190.5518	1031.8431	0.0000	-0.5981	0.0150	0.1085	0.0050	4631.6087	77.5906	2356.0505	173.8377
4624	875	2441	951	636.1861	35.7128	181.8959	27.5826	1050.6728	191.7857	944.5735	0.0000	-0.5340	0.0176	0.0886	0.0057	4595.1525	77.4114	2300.6389	174.8181
4569	879	2497	957	619.3723	36.1622	218.2742	28.4309	1051.3990	193.1489	964.1381	0.0000	-0.5469	0.0180	0.0942	0.0059	4534.7199	77.3506	2347.8286	175.8196
4627	886	2421	945	594.8496	35.1919	205.8238	28.4644	1189.2236	194.7045	927.1649	0.0000	-0.5706	0.0163	0.1001	0.0054	4530.8237	77.2388	2229.9889	176.3542
4632	960	2511	996	648.6025	36.4979	277.9219	30.0701	776.0618	193.6015	1053.0159	0.0000	-0.6020	0.0145	0.1089	0.0048	4590.3058	77.5351	2676.3990	177.8259
4578	935	2394	1039	691.4662	36.9649	254.2971	29.5169	711.9185	192.0005	1072.2548	0.0000	-0.5927	0.0156	0.1082	0.0051	4597.3973	77.4444	2561.6406	176.3470
4605	897	2431	959	575.4862	35.1647	254.0748	28.7206	879.8438	191.5640	956.0525	0.0000	-0.5534	0.0161	0.0935	0.0053	4654.4031	77.7056	2402.3521	175.0006
4602	931	2427	973	624.2374	35.8912	180.4793	27.1606	890.2852	192.8631	931.2082	0.0000	-0.5250	0.0175	0.0843	0.0057	4563.3581	77.4095	2543.3891	176.4752
4513	898	2431	979	672.0829	36.7011	218.6528	27.8945	975.6105	190.3568	1017.2272	0.0000	-0.5865	0.0154	0.1047	0.0051	4542.0058	77.1636	2286.2308	173.3849
4543	957	2457	995	636.5799	36.2828	215.1497	28.2784	1181.6263	197.5582	978.2211	0.0000	-0.5172	0.0178	0.0816	0.0058	4517.6282	77.2565	2279.2382	178.8204
4651	893	2450	949	573.5538	35.2800	288.4156	29.8742	1320.0583	191.4477	988.4610	0.0000	-0.5403	0.0166	0.0887	0.0054	4674.3719	78.1917	1960.3310	172.0443
4609	923	2319	953	620.1737	35.3169	194.0233	26.9406	766.8760	187.2983	940.6885	0.0000	-0.5841	0.0157	0.1054	0.0052	4658.4968	77.6660	2436.2136	171.6394
4547	931	2444	976	624.2070	35.8940	204.6753	27.8495	935.4523	195.2452	955.3738	0.0000	-0.5314	0.0170	0.0854	0.0056	4521.9310	77.0447	2485.5043	178.6715
4530	945	2321	964	625.5192	35.6921	218.9121	28.6103	1287.8361	190.5271	970.9228	0.0000	-0.5687	0.0156	0.0977	0.0052	4486.8910	76.7854	2014.3768	171.1529
