4521	888	2419	994	652.4555	35.8684	253.8746	29.1623	778.7283	183.2083	1032.8216	0.0000	4530.9893	76.6369	2479.0705	169.1741
4559	942	2418	966	640.3042	35.8557	201.1605	27.6170	948.6539	186.0976	967.9562	0.0000	4516.8121	76.4534	2447.9833	170.9250
4579	937	2428	995	626.7441	35.7815	257.5680	29.0065	1306.3700	186.7048	1010.8036	0.0000	4534.4308	76.6273	2091.4356	169.4349
4534	960	2477	959	606.3137	35.5618	253.3821	28.6977	1067.4016	186.1621	986.1873	0.0000	4504.4020	76.4273	2366.9070	170.4718
4573	897	2435	935	597.9602	35.3815	186.9794	27.3147	1056.2928	189.1726	911.4312	0.0000	4536.1846	76.6756	2334.6845	172.7645
4426	916	2401	968	591.6462	35.0278	239.2216	29.3391	1235.5839	188.0475	957.3594	0.0000	4406.8738	75.5214	2112.9967	170.8354
4554	889	2480	981	583.3602	35.1094	281.5401	29.9464	1090.6371	186.1452	991.3918	0.0000	4575.4147	76.8740	2247.4107	169.9937
4534	893	2414	967	598.6536	35.0121	255.2854	28.9572	1182.9949	185.2716	980.4305	0.0000	4509.8068	76.5196	2133.3960	168.3498
4604	930	2372	945	641.1979	35.5794	220.2983	28.3477	836.1797	186.5516	987.9878	0.0000	4610.0314	76.9137	2417.6738	170.9477
4589	901	2419	1003	672.4775	36.4295	229.7993	28.8104	1034.5657	189.6558	1028.7683	0.0000	4548.1069	76.7172	2293.4462	172.4071
4527	927	2452	954	583.1853	35.1797	242.0572	28.6768	1213.7747	191.1577	951.7340	0.0000	4483.0868	76.3706	2210.0907	173.5496
4554	987	2457	963	643.4537	36.1386	194.2999	27.1418	869.3970	189.5678	964.2451	0.0000	4560.4108	77.0151	2565.2925	174.5642
4625	890	2397	1007	660.7041	36.3426	242.0423	29.3117	941.4101	186.4935	1029.2379	0.0000	4625.6481	77.1519	2321.0539	170.6222
4624	875	2441	951	637.5874	35.6991	181.5855	27.5187	985.8945	186.9942	945.6644	0.0000	4607.1664	76.8527	2352.6770	171.9957
4569	879	2497	957	619.4571	36.1026	217.2798	28.3363	956.5432	187.6911	963.2284	0.0000	4555.2130	76.7426	2423.4367	172.7298
4627	886	2421	945	594.1508	35.1537	205.5168	28.4406	1177.2767	190.0495	926.1591	0.0000	4534.4111	76.6964	2239.3253	173.1973
4632	960	2511	996	646.1344	36.4620	278.2708	30.1197	858.2989	189.5995	1050.8968	0.0000	4575.2349	77.0703	2610.9752	174.4447
4578	935	2394	1039	688.9494	36.8884	253.2787	29.4656	700.8227	187.0429	1068.7197	0.0000	4603.5368	76.9451	2569.9710	172.8965
4605	897	2431	959	576.3806	35.1678	254.3374	28.7284	880.7166	187.2935	957.2095	0.0000	4652.9308	77.2406	2401.8419	172.0170
4602	931	2427	973	626.9659	35.9157	180.9707	27.1568	853.7471	188.2624	934.4280	0.0000	4567.8587	76.8676	2572.5421	173.6417
4513	898	2431	979	670.5116	36.6616	218.5443	27.9031	1006.2552	186.0630	1015.5473	0.0000	4537.2434	76.6896	2261.6810	170.1235
4543	957	2457	995	639.7441	36.3157	215.6955	28.2704	1139.3882	192.8665	981.9311	0.0000	4522.2951	76.6736	2313.4896	175.9547
4651	893	2450	949	575.5114	35.3070	288.9444	29.8902	1320.0201	187.4232	990.9474	0.0000	4671.7766	77.6831	1960.6715	169.2903
4609	923	2319	953	618.2165	35.2457	193.2998	26.8890	745.5463	182.5004	938.0078	0.0000	4665.8249	77.1695	2452.8575	168.4405
4547	931	2444	976	626.6082	35.9349	205.4379	27.8801	935.8843	191.1729	958.5376	0.0000	4517.9425	76.5270	2485.9508	175.9262
4530	945	2321	964	625.5675	35.6971	219.5194	28.6579	1334.2689	186.5762	971.5784	0.0000	4475.8604	76.2518	1978.1367	168.1589
4590	903	2510	947	629.3704	35.6239	218.0257	28.2254	846.2819	187.4268	973.8876	0.0000	4577.1858	76.7972	2554.0978	173.0461
4537	899	2430	1022	673.4230	36.6350	186.8119	27.7934	973.6821	189.9874	986.7264	0.0000	4511.0357	76.8189	2411.0889	173.8610
4531	951	2393	929	587.2786	35.1255	231.7792	28.6336	1004.7187	186.0341	945.5493	0.0000	4527.8362	76.5565	2324.3271	170.5560
4438	977	2509	976	658.1289	36.1490	195.0996	28.2020	730.6082	187.9321	979.7200	0.0000	4483.7640	76.1607	2706.9105	174.2922
4549	951	2329	1009	649.8811	35.9229	182.7618	27.1613	1170.8028	182.9297	959.1344	0.0000	4590.9318	76.9814	2116.3967	166.4107
4521	957	2456	961	628.3987	36.0536	237.1809	28.9599	1027.4083	191.1748	992.0711	0.0000	4540.1364	76.7324	2336.5661	174.2506
4642	935	2398	973	649.1679	36.1545	176.0422	27.4131	1438.7038	190.5514	951.7016	0.0000	4578.0584	77.0639	1981.3062	171.6853
4530	906	2377	969	645.4452	36.0376	231.9634	28.7058	837.2730	187.5975	1003.9001	0.0000	4579.8470	76.9820	2365.8084	171.7415
4663	892	2453	970	593.3271	35.1261	225.8829	28.3731	885.7491	185.7227	945.7016	0.0000	4622.9509	77.2376	2519.4739	171.6636
4607	995	2417	970	612.7481	35.7209	232.9798	28.7159	845.8926	188.7860	972.2194	0.0000	4584.7677	76.9497	2581.1885	173.8391
4596	944	2475	1026	633.6217	35.7039	223.0017	28.5362	897.9842	191.2192	983.1149	0.0000	4594.5177	77.0647	2567.4527	175.8972
4628	947	2477	985	615.6508	35.4014	218.9524	28.1572	906.6770	191.9497	961.0947	0.0000	4618.9871	77.3645	2545.0824	176.4905
4591	909	2442	974	659.0797	35.9844	190.3626	27.3920	1169.0138	190.2214	975.9339	0.0000	4554.2181	76.9707	2215.4012	172.5374
4617	925	2483	1006	646.3268	36.2322	257.6840	29.4829	962.3682	190.7627	1030.5023	0.0000	4611.9625	77.3310	2428.9145	174.1498
4596	923	2396	949	626.5228	35.3986	145.4941	26.4804	955.2848	189.0380	898.5085	0.0000	4584.8501	76.6953	2428.9201	174.3586
4542	962	2356	1028	709.6686	36.6888	207.8585	28.3999	896.3923	186.1146	1044.0186	0.0000	4527.1993	76.4585	2419.1798	170.9657
4646	901	2380	962	646.1567	35.9665	207.2464	27.6450	698.7783	185.5633	979.8947	0.0000	4638.8157	77.1498	2571.7538	171.6828
4584	924	2430	953	617.7148	35.4715	239.7323	28.7306	957.8844	187.3805	983.9387	0.0000	4542.5048	76.7856	2400.4398	171.7749
4522	925	2485	1005	655.2021	36.2760	214.3631	28.6930	1240.6631	188.0883	996.0567	0.0000	4498.6537	76.6361	2195.9446	170.2066
4602	954	2447	961	597.2084	35.4129	238.6094	28.8620	1252.8902	191.2948	962.3094	0.0000	4527.8370	76.8559	2222.4821	174.0260
4657	887	2497	952	621.3307	35.6133	198.0985	28.2723	914.8039	190.9818	945.9207	0.0000	4622.6807	77.3654	2508.3219	175.3445
4673	929	2385	981	643.7816	36.1129	246.4898	28.7431	799.2886	187.2890	1016.7630	0.0000	4681.6056	77.7947	2473.2464	171.9161
4573	891	2386	977	665.7718	36.0287	214.2309	27.7087	748.6266	186.5219	1006.4942	0.0000	4592.5451	77.0502	2476.1974	171.3298
4629	872	2435	1085	687.1701	36.9533	283.1364	29.8624	675.3873	185.2880	1096.7981	0.0000	4653.9930	77.2545	2591.3470	171.1661
4629	972	2418	961	618.3267	35.7523	208.6565	27.7465	1017.5183	187.4568	953.4747	0.0000	4636.0548	77.5303	2371.8157	170.8766
4633	901	2502	1001	653.2747	36.2525	223.2785	28.7266	1070.2671	190.0925	1003.0447	0.0000	4577.7085	77.0646	2381.7252	173.5480
4614	905	2394	976	612.3358	35.4909	238.7987	28.4800	908.5343	188.2300	977.6260	0.0000	4562.9278	76.7830	2441.1814	172.9963
4643	907	2453	1004	647.5600	35.9913	240.2555	28.9661	1079.7221	190.6311	1014.3070	0.0000	4596.1612	77.2045	2316.8293	173.6127
4626	903	2541	1013	664.7555	36.5817	241.0387	28.9504	1133.2919	192.4957	1032.2857	0.0000	4622.7605	77.5803	2292.3793	175.4179
4683	919	2465	994	594.2953	34.9718	233.6255	28.6010	1160.5037	191.6335	954.4123	0.0000	4667.9259	77.8139	2274.1114	174.1047
4630	941	2436	996	627.2955	36.1634	244.6705	29.5052	1168.2043	187.8706	998.4575	0.0000	4615.8498	77.4046	2220.1962	170.7008
4554	982	2464	974	623.7112	36.1102	242.4808	29.0910	1048.7788	189.6845	992.6835	0.0000	4573.5141	76.9649	2360.8799	173.4904
4605	917	2419	978	639.0142	36.0718	244.6958	28.3474	851.0835	187.3734	1010.2016	0.0000	4586.4015	77.0405	2469.7857	172.1912
4571	976	2386	1018	638.8705	36.0078	256.2396	29.5479	1346.9580	189.1137	1021.6017	0.0000	4497.6754	76.7795	2082.8955	170.9441
4616	914	2383	994	600.6460	35.1756	252.1214	28.6671	1031.8697	183.1436	979.2589	0.0000	4660.7333	77.3296	2232.6205	167.2746
4659	900	2460	988	634.0421	35.8649	228.4524	28.9043	923.1874	188.7359	988.9861	0.0000	4637.8878	77.2213	2455.4671	173.1180
4592	901	2394	1009	621.7357	35.8622	265.6595	29.9143	936.8501	187.6519	1013.8868	0.0000	4589.6014	76.6282	2355.8870	172.1532
4581	928	2558	945	571.1250	34.4580	231.3189	28.2068	573.0401	187.4036	928.9355	0.0000	4678.5518	77.5724	2828.4364	174.5451
4522	930	2488	934	634.5045	36.4607	224.7361	28.3188	963.7681	192.7221	985.7322	0.0000	4523.7554	76.5812	2401.4987	176.0830
4538	955	2487	1004	687.8806	36.5823	221.1071	28.4789	885.8909	188.0102	1035.4792	0.0000	4554.5052	76.7439	2506.9336	173.4033
4626	919	2419	1011	679.3519	36.5321	242.1084	28.7893	662.2623	185.6609	1047.9518	0.0000	4607.6076	76.8395	2657.1206	172.3439
4607	895	2331	1011	623.6465	35.7192	218.4267	28.2906	948.5999	184.9007	968.5647	0.0000	4587.9125	77.0972	2335.2970	168.8613
4617	900	2362	948	637.3416	35.7625	201.1461	27.6188	1009.1742	186.0521	964.9792	0.0000	4598.8957	76.7882	2257.7176	170.3359
4562	889	2461	983	667.2390	36.1938	235.5653	28.1927	744.4652	184.2507	1029.2959	0.0000	4558.0492	76.5468	2560.2017	170.6895
4612	942	2359	966	639.7628	35.9490	248.9411	29.1163	977.4280	182.9335	1015.1954	0.0000	4599.4313	77.1554	2284.6109	167.3423
4611	873	2448	968	615.6075	35.2183	215.3063	27.7562	937.3655	187.5813	957.4053	0.0000	4577.1556	76.7593	2425.4506	172.4333
4605	916	2409	1002	641.4916	35.9637	266.0791	29.2429	997.1601	184.4660	1034.0623	0.0000	4559.3910	76.7499	2340.0948	168.5880
4641	920	2433	989	671.7300	36.8236	213.8526	28.3740	1475.4476	192.3082	1012.0741	0.0000	4569.0758	77.2798	1924.4054	172.9636
4600	969	2508	1015	587.2370	35.0170	235.4097	28.2633	1250.8397	192.0658	949.1382	0.0000	4643.3868	77.5850	2246.8895	175.1198
4617	900	2454	999	668.8987	36.1661	218.2249	28.4333	832.4496	185.3567	1013.6151	0.0000	4637.4889	77.2862	2485.4965	170.4499
4591	955	2476	982	645.3429	35.9442	255.7254	29.4057	857.2846	188.9780	1027.5598	0.0000	4609.8585	77.1823	2509.6298	173.4320
4602	880	2393	997	701.8264	36.9517	228.8135	28.3953	845.5651	184.5764	1057.1314	0.0000	4596.4200	76.7571	2369.2161	169.3843
4678	903	2459	964	654.3401	35.9139	172.8780	27.2230	1021.2558	188.3647	953.7096	0.0000	4713.1050	77.6437	2318.3252	172.2370
4619	825	2376	899	568.4284	34.4336	235.0190	28.4171	778.8292	180.7072	929.9389	0.0000	4640.3797	77.0621	2371.5763	165.9561
4588	909	2439	976	683.1097	36.8699	242.7656	28.6834	832.0439	186.7824	1052.3668	0.0000	4580.6880	77.1014	2442.6428	171.3684
4566	904	2447	940	607.3693	35.4198	158.0549	26.6660	1168.0922	187.9734	891.9158	0.0000	4579.1509	76.9922	2216.7785	171.0042
4570	881	2374	988	597.6201	35.1383	204.8251	27.5840	822.1150	185.7566	928.9368	0.0000	4588.8383	76.9663	2471.7719	170.6756
4626	910	2410	964	604.2042	35.4104	173.7407	27.6766	1099.7113	190.8160	904.4364	0.0000	4599.7835	77.1542	2302.1594	174.0900
4568	958	2402	954	642.9663	35.9955	205.6451	27.9748	1130.4228	187.7433	975.1029	0.0000	4547.2346	76.5515	2228.5047	171.5024
4553	882	2432	1042	690.6658	36.6739	233.1069	28.8035	1169.3362	187.0579	1050.2643	0.0000	4551.8177	76.6936	2136.5660	170.1054
4626	945	2444	957	636.0379	35.6705	189.6981	27.4905	1013.6356	186.5485	952.2276	0.0000	4624.5059	76.9959	2377.6760	171.1069
4580	949	2462	926	543.1240	34.2514	241.8907	28.1341	797.5236	188.8748	911.5062	0.0000	4594.1795	77.1093	2611.8272	173.9143
4696	993	2391	1003	686.0335	36.8071	262.5828	29.4181	644.4156	186.3375	1075.1079	0.0000	4620.8773	77.4152	2739.6442	172.7235
4587	923	2451	1000	622.5281	35.3881	211.9511	27.9332	945.7711	191.9426	960.9707	0.0000	4540.9278	76.8412	2510.5234	176.4339
4641	924	2443	1047	688.2718	36.7497	197.4981	27.6224	948.9295	185.9535	1012.2615	0.0000	4659.5613	77.5547	2430.9081	170.8717
4599	903	2520	993	639.5120	36.0055	209.5556	27.9302	873.7486	191.2358	975.5592	0.0000	4614.0957	77.3730	2548.0288	176.1207
4567	923	2414	965	552.2535	34.6260	227.6463	28.5902	1035.4174	187.7050	906.3913	0.0000	4572.2146	76.7928	2353.2006	171.7553
4562	946	2431	955	629.1433	35.9530	202.5898	27.8835	1082.2287	187.8903	958.2246	0.0000	4563.7237	76.9119	2286.9295	171.6306
4637	910	2421	972	612.8821	35.6270	206.0599	27.7170	985.1804	187.6732	945.4335	0.0000	4607.3830	77.1807	2401.0170	172.0064
4684	862	2382	962	629.8931	35.4168	195.2143	27.3048	998.5481	185.8501	951.5989	0.0000	4682.6960	77.2568	2255.0700	170.2997
4654	928	2485	1052	648.6463	36.3242	237.1975	29.0851	883.1237	188.4496	1012.3353	0.0000	4659.9491	77.4064	2563.1357	173.9992
4725	880	2519	1009	625.1387	35.6043	236.1898	28.4725	982.9321	191.3091	987.8200	0.0000	4753.8066	78.0155	2405.6519	175.4887
4574	892	2419	988	678.6248	36.5866	198.1579	27.1211	1096.2834	183.7798	1003.2743	0.0000	4543.4901	76.6106	2229.1754	168.1282
4560	935	2449	927	594.3372	35.2798	228.0115	28.5397	1213.6089	188.2042	948.8403	0.0000	4542.4081	76.9177	2160.9116	170.9153
4589	895	2350	966	627.3074	35.3315	228.1110	27.8021	820.5504	180.0654	981.9099	0.0000	4619.2154	76.8524	2371.0787	165.6632
4550	898	2549	973	650.7016	36.3818	215.9868	27.9742	956.2186	188.9864	993.1799	0.0000	4520.6861	76.5346	2499.1235	173.9005
4574	903	2467	991	613.0438	35.6723	269.1817	29.7637	937.3390	188.3091	1008.7170	0.0000	4575.7271	76.9648	2409.2041	172.3965
4624	992	2408	981	617.8643	35.5431	219.9260	28.0642	979.6331	189.2095	964.2818	0.0000	4597.0535	77.1593	2463.6315	173.8828
4644	919	2439	1039	697.3629	37.1114	274.9129	30.5804	955.8199	190.9279	1098.7674	0.0000	4581.5738	77.2289	2403.4727	174.2004
4575	945	2506	1020	616.0142	35.7252	295.3082	30.3503	1201.8742	189.5199	1037.8139	0.0000	4549.5617	77.0674	2255.8149	172.3834
4651	850	2447	979	607.6700	35.4954	266.8590	29.1651	990.2764	186.2216	1001.0206	0.0000	4588.6424	77.0003	2348.2464	170.6740
4613	914	2432	970	569.9013	34.4372	239.1939	28.7995	1336.9396	187.1623	935.5867	0.0000	4580.9483	76.6935	2079.9880	170.0396
4656	914	2274	1033	692.2082	36.6856	236.0012	28.5309	1011.9887	181.3348	1054.7010	0.0000	4621.8609	77.0421	2183.1840	165.5753
4499	868	2505	1007	642.7607	36.4764	234.4629	28.5555	1088.5873	191.2845	1003.7151	0.0000	4398.8777	75.6801	2388.7931	174.9961
4608	906	2385	992	698.2747	36.8091	185.5832	28.2124	981.8161	188.2421	1010.3494	0.0000	4565.6546	76.8432	2332.6007	172.1158
4565	906	2434	987	729.1649	37.1985	130.5122	26.4088	1006.5261	186.2003	986.1686	0.0000	4550.7107	76.6010	2347.4552	170.9776
4666	926	2414	996	567.2708	34.9979	277.1496	30.2504	808.9344	189.1055	970.9119	0.0000	4643.2736	77.5578	2576.9240	174.1110
4586	938	2418	981	693.3267	36.7167	196.5533	27.6546	1020.1261	186.4552	1016.3716	0.0000	4546.0140	76.4726	2340.5322	171.3431
4565	889	2446	961	605.0029	35.3825	259.5670	29.1424	571.9267	187.0349	991.0614	0.0000	4549.5624	76.7037	2747.1104	173.4699
4544	942	2415	992	611.0860	35.3820	191.2623	27.8820	1421.0345	189.4835	928.8399	0.0000	4487.4513	76.7227	2054.6085	170.9545
4639	919	2349	966	663.3671	35.9154	239.8462	28.3243	1033.2411	179.6077	1029.7049	0.0000	4575.6732	76.5316	2233.2204	164.4982
4666	922	2404	986	631.0740	35.3263	219.6988	27.9557	856.1849	186.9862	977.2643	0.0000	4673.1480	77.6280	2472.2910	171.4768
4696	960	2462	979	608.8727	35.5375	296.3545	29.9324	902.2498	186.7544	1031.7187	0.0000	4686.7471	77.6262	2472.8879	171.4781
4682	938	2430	981	610.8913	35.2875	240.4090	29.3033	1021.3941	186.3260	977.7919	0.0000	4604.9751	77.2882	2428.0355	170.7638
4636	907	2423	955	654.9935	35.6659	209.0068	27.9669	1049.8649	190.2790	990.4918	0.0000	4588.8523	77.0335	2293.0086	173.3345
4582	971	2446	980	654.0613	36.2065	209.2484	27.9017	963.1983	186.3809	989.8013	0.0000	4600.5355	77.1585	2422.0043	170.5050
4649	902	2473	1034	673.6208	36.5098	238.1816	29.2310	961.7333	187.4219	1038.2939	0.0000	4601.8694	77.2581	2451.6295	172.3313
4694	912	2488	1007	673.9223	36.3255	223.0974	28.5776	936.1886	190.6693	1023.5113	0.0000	4680.4156	77.6839	2458.4761	174.9582
4687	908	2457	1005	651.9932	35.8876	248.5804	28.1801	491.7352	184.8072	1027.0651	0.0000	4737.2462	77.7782	2801.5096	172.5827
4605	943	2431	1024	666.5712	36.6612	268.5334	29.2534	943.7746	191.6033	1061.5962	0.0000	4571.7790	77.2700	2425.0315	174.6231
4673	890	2375	983	615.1074	35.2281	222.6644	27.9573	770.6087	185.5136	964.2634	0.0000	4665.9343	77.2747	2516.8758	171.4066
4603	939	2478	954	626.8712	35.9747	269.0930	29.7869	835.1131	185.2747	1022.4557	0.0000	4639.4107	77.1960	2479.1112	170.4110
4611	940	2457	951	633.2998	35.8722	223.3941	28.3830	877.0698	188.5910	983.1855	0.0000	4584.2344	77.0840	2515.1838	173.8280
4600	888	2417	1014	669.3941	36.0204	236.1357	28.9348	934.9843	187.0143	1032.0214	0.0000	4613.7360	77.3088	2336.6258	170.2419
4608	907	2410	981	641.8789	35.6351	242.5993	28.5125	826.3794	186.6501	1010.9698	0.0000	4566.7244	76.7802	2498.8268	171.9056
4630	920	2525	982	623.2207	36.0078	182.4514	28.2251	1296.8434	190.5898	932.1636	0.0000	4608.6326	77.2840	2219.1877	173.6735
4646	952	2487	924	546.5283	33.9923	205.2957	27.8993	1313.3668	190.2631	878.3155	0.0000	4656.0197	77.6959	2157.1494	172.4012
4609	954	2392	1040	659.4299	36.3296	250.0795	29.0058	1047.8507	189.6225	1036.0009	0.0000	4552.0738	76.9773	2356.2287	173.3320
4636	940	2433	940	615.6497	35.4052	224.5630	27.9284	995.4744	183.9242	966.7042	0.0000	4634.4382	77.1514	2347.0107	168.8250
4602	854	2415	922	535.3208	33.9096	210.7611	28.2748	1246.5358	186.7359	872.5734	0.0000	4582.6867	76.7875	2090.7956	169.5863
4608	920	2415	990	645.0657	36.0979	269.7157	29.9203	1066.8516	185.2947	1041.2729	0.0000	4540.1834	76.6802	2282.8482	169.2227
4568	883	2413	959	617.4493	35.7573	207.4863	28.1788	839.7516	184.2568	951.4272	0.0000	4602.5039	77.0806	2428.2681	168.9173
4678	953	2413	980	640.7278	35.8805	235.1316	28.8741	1164.4597	187.0723	1002.3510	0.0000	4681.4944	77.5299	2176.2840	170.3837
4591	907	2461	973	601.6624	34.9637	234.9968	28.2441	979.1233	187.3312	963.1507	0.0000	4645.0452	77.2197	2339.1202	171.2469
4612	914	2464	974	630.8922	35.9865	207.4966	28.1547	1191.9824	186.8987	964.8803	0.0000	4574.2821	76.8028	2230.8528	170.4207
4625	968	2342	991	613.4855	35.5850	252.0453	28.9839	847.6282	184.9605	992.0223	0.0000	4628.2954	76.9435	2451.0656	169.7307
4638	963	2469	1026	693.9624	36.8006	268.4183	29.3467	665.1388	186.8278	1088.8722	0.0000	4614.7240	77.0833	2727.2592	173.2689
4679	955	2381	997	652.1635	36.0433	205.0982	28.2402	940.5759	188.9873	983.7532	0.0000	4658.4679	77.7943	2431.0256	173.5478
4647	921	2390	1000	673.5282	36.3682	226.5099	28.2783	948.5426	186.2737	1026.5297	0.0000	4606.1699	76.9993	2377.4835	171.0864
4624	963	2437	977	582.5049	35.2258	217.3128	28.2529	1059.6238	190.8726	926.3092	0.0000	4595.0732	77.1096	2417.5795	175.0175
4600	898	2467	941	613.0631	35.6488	247.7055	28.9514	955.5452	186.9412	987.2601	0.0000	4564.6757	76.5600	2396.0393	172.1379
4576	955	2398	981	661.9838	35.7373	228.2326	27.6999	681.0054	184.1736	1016.7079	0.0000	4637.3281	77.1055	2573.0778	170.6807
4636	954	2421	978	653.8131	36.1118	204.9564	27.9962	806.2635	187.6873	985.2611	0.0000	4657.7274	77.1911	2539.3844	173.2319
4649	917	2430	1015	648.3974	36.2028	223.4854	28.6064	858.3989	189.3253	998.3743	0.0000	4633.7786	77.4418	2518.1259	173.8303
4515	1007	2430	958	607.2920	35.4053	201.8207	28.5206	1190.8399	192.2449	935.6042	0.0000	4451.3992	76.3137	2331.2585	175.1046
4631	937	2416	1027	673.4099	36.6042	274.9467	29.7416	919.4064	186.8223	1074.8482	0.0000	4618.5193	77.4043	2401.1103	171.2946
4594	914	2420	930	623.4175	35.6481	177.2428	26.6485	715.8093	184.9603	927.1518	0.0000	4635.6845	77.2698	2574.5783	170.3778
4663	914	2446	1017	699.4232	36.7631	233.5559	28.3792	928.9365	186.9787	1059.4706	0.0000	4678.2533	77.5008	2373.2519	171.3850
4570	872	2486	1005	668.6403	36.7252	235.3533	29.3178	1280.4319	188.7647	1030.4851	0.0000	4516.8294	76.6721	2102.8215	170.5291
4638	913	2372	943	604.7136	35.2272	207.8723	27.5573	740.7013	186.8001	939.0774	0.0000	4609.8212	77.1109	2572.7689	172.6698
4577	890	2312	978	608.3169	35.3368	273.5305	29.7819	1142.4817	185.5280	1008.3389	0.0000	4532.8769	76.5367	2074.2691	168.3454
4605	941	2416	991	598.2780	35.2283	208.1720	28.0361	1279.0894	189.9767	932.9416	0.0000	4579.1214	77.3296	2157.5246	171.7967
4675	971	2338	1020	657.1541	35.9837	217.8130	27.9212	1061.0663	186.5635	1001.4587	0.0000	4654.6455	77.5167	2284.5893	170.3677
4663	916	2494	958	619.0097	35.7850	213.9421	27.8886	1090.2718	189.7916	959.4434	0.0000	4652.7171	77.4639	2333.1170	173.4376
4636	910	2537	972	572.4407	35.1413	230.7677	27.8961	1071.1500	190.6592	929.6999	0.0000	4613.7764	77.4281	2438.3122	174.6133
4613	909	2435	991	635.7270	35.9164	257.3824	29.3783	568.9842	187.7544	1019.6009	0.0000	4673.6480	77.2371	2686.2028	174.1046
4734	916	2456	1027	726.4165	37.1435	178.4106	27.1899	982.8522	187.5977	1031.3186	0.0000	4804.2369	78.5683	2310.5012	171.0471
4617	902	2407	995	613.8777	35.6462	271.0596	29.4070	1204.5146	188.8154	1011.4288	0.0000	4545.8366	76.6866	2158.7708	171.4007
4588	921	2440	1025	687.9330	36.9269	264.5455	30.0098	1057.6317	186.8643	1078.9700	0.0000	4541.3625	76.7665	2294.4275	170.3706
4622	935	2367	921	639.1550	35.8806	211.1627	27.3758	978.7223	185.0365	976.8092	0.0000	4555.9594	76.8440	2334.0927	169.0468
4616	901	2433	1002	626.3734	35.7002	245.0848	28.7775	1163.7498	189.5883	997.9497	0.0000	4583.5647	77.1221	2206.7812	172.5600
4659	923	2452	940	610.1679	35.4228	202.0077	28.2720	872.2854	186.9892	938.6671	0.0000	4689.0950	77.4834	2473.6237	172.2524
4579	906	2478	1026	632.4422	35.7996	272.0567	29.8936	847.4100	186.0837	1030.9904	0.0000	4612.7951	76.9400	2493.1773	171.4690
4594	910	2418	986	650.0258	35.8278	234.9174	28.3630	651.8503	185.2976	1011.4348	0.0000	4664.8606	77.3835	2581.1028	171.4610
4679	912	2442	952	616.5027	35.3185	233.1958	28.7386	1046.0451	188.5113	976.1901	0.0000	4714.5671	78.0182	2245.1798	171.1018
4659	919	2487	998	601.5926	35.5365	228.9917	28.8845	1369.6720	191.6175	957.0758	0.0000	4619.0255	77.4746	2113.3187	173.7027
4708	930	2394	978	611.9108	35.1630	237.8139	28.6593	768.5049	184.3397	976.2162	0.0000	4772.0327	78.0877	2490.8828	169.9263
